()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:……
pp19(0);NPC-Shelley(0)<Speaker>夏莉</Speaker>||:那爸爸要每一次都运气很好！
pp19(0);NPC-PasserbyM(0)<Speaker>尤里安</Speaker>||:好，爸爸加油。
pp19(0)<Speaker>pp19</Speaker>;NPC-PasserbyM(0)||:你没有遇到过？这听起来像是你亲身经历的事。
pp19(0);NPC-PasserbyM(0)<Speaker>尤里安</Speaker>||:真没有。我的同行有碰到这种事的，最好的结果也就只是活着回来。
pp19(0)<Speaker>pp19</Speaker>;NPC-PasserbyM(0)||:生物样本这么值钱吗？
pp19(0);NPC-PasserbyM(0)<Speaker>尤里安</Speaker>||:可不是吗，现在未受感染的活物可好卖了，尤其这还是野外散养的。+但是它们性子暴躁得很，都不说怎么保护和怎么抓，光是运输就是难题。
pp19(0)<Speaker>pp19</Speaker>;NPC-PasserbyM(0)||:我好像没听到后车厢有声音。是麻醉？
pp19(0);NPC-PasserbyM(0)<Speaker>尤里安</Speaker>||:哪能麻醉这么久。这就讲究一个开车技术，还有分笼和模拟环境的学问。+不是我自夸啊，小姑娘，光是这辆车的钱，恐怕就赶上三个你的造价了。
pp19(0)<Speaker>pp19</Speaker>;NPC-PasserbyM(0)||:怎么会……难道后面另有乾坤？
pp19(0);NPC-PasserbyM(0)<Speaker>尤里安</Speaker>||:哈哈，可不是吗！要怎么让它们在运输路上相信自己还在那个环境，甚至在震动里还能保持平静，那都是要花好一阵儿学的。+前些年我被老前辈带入行，三四年都只是学徒，跟着他跑车。这车也是他看着定做的，贵得很。
pp19(0)<Speaker>pp19</Speaker>;NPC-PasserbyM(0)||:我不太能理解。车比后面的动物还贵吗？
pp19(0);NPC-PasserbyM(0)<Speaker>尤里安</Speaker>||:我想想啊。要是动物也是自己养的，利润全吃，大概运个五趟的钱就能抵得上这车。
pp19(0)<Speaker>pp19</Speaker><Shake>;NPC-PasserbyM(0)||:利润好夸张！
pp19(0);NPC-PasserbyM(0)<Speaker>尤里安</Speaker>||:可不是吗。我们这样的人啊，就是流民眼里的肥羊。+他们觉得我们就是做投机取巧的生意，逮着机会就抢。最近附近又说出了一伙强盗，要不是接下来马上过年，我也不想在这时候带夏莉去见她妈……
pp19(0);NPC-Shelley(0)<Speaker>夏莉</Speaker>||:好可怕……
pp19(0)<Speaker>pp19</Speaker>;NPC-Shelley(0)||:别怕，夏莉。我会保护你们的。
pp19(0);NPC-Shelley(0)<Speaker>夏莉</Speaker>||:姐姐很厉害吗？
pp19(0)<Speaker>pp19</Speaker>;NPC-Shelley(0)||:别看我这样，我可是很强的。+那种持枪的歹徒，姐姐一个打十个！
pp19(0);NPC-Shelley(0)<Speaker>夏莉</Speaker>||:姐姐们都这么厉害吗？
pp19(0)<Speaker>pp19</Speaker>;NPC-Shelley(0)||<BGM>BGM_Empty</BGM>:姐姐们？
pp19(0);NPC-Shelley(0)<Speaker>夏莉</Speaker>||:就是和你一样在格里芬的大姐姐！
pp19(0)<Speaker>pp19</Speaker>;NPC-Shelley(0)||<BGM>BGM_Hello</BGM>:当然，都很强。
pp19(0);NPC-Shelley(0)<Speaker>夏莉</Speaker>||:姐姐有多强？还有比姐姐更强的吗？
pp19(0)<Speaker>pp19</Speaker>;NPC-Shelley(0)||:当然有，不过我已经很强了。有我在，不会出事的。+要是有歹徒不长眼敢来打劫，我就把他们的枪折了，把他们挂在树上。
pp19(0);NPC-Shelley(0)<Speaker>夏莉</Speaker>||<黑屏1>:嗯！
()||<黑屏2><BIN>83</BIN>:一小时后，卡车停在补给站门前。
NPC-PasserbyM(0)<Speaker>尤里安</Speaker>||:就在这儿歇一会儿吧。
NPC-Shelley(0)<Speaker>夏莉</Speaker>||:晕晕乎乎……好难受呀。
NPC-PasserbyM(0)<Speaker>尤里安</Speaker>||:夏莉晕车啦？那就在补给站待一会儿吧，爸爸去附近集市买点东西，马上回来。
pp19(0)<Speaker>pp19</Speaker>;NPC-PasserbyM(0)||:我跟着你去吧。
pp19(0);NPC-PasserbyM(0)<Speaker>尤里安</Speaker>||:这里的集市不会出什么事的，帮我看着夏莉和车吧。这车里的东西可野得很，没人看着容易出事。
pp19(0)<Speaker>pp19</Speaker>;NPC-PasserbyM(0)||:好。
pp19(0);NPC-Shelley(0)<Speaker>夏莉</Speaker>||:那我等着爸爸！
NPC-Shelley(0)<Speaker></Speaker>||:尤里安抱了一下女儿，女儿则响亮地亲了一口他的脸颊。+短暂的温存之后，尤里安离开了。
pp19(0)<Speaker>pp19</Speaker>;NPC-Shelley(0)||:夏莉，你见过其他像我这样的姐姐吗？
pp19(0);NPC-Shelley(0)<Speaker>夏莉</Speaker>||:见过哦！在出发前就见过了。
pp19(0)<Speaker>pp19</Speaker>;NPC-Shelley(0)||:出发前？说的那个姐姐长什么样子？
pp19(0);NPC-Shelley(0)<Speaker>夏莉</Speaker>||:嗯……很浅很浅的紫色头发，黑白的衣服，背着一个很大的长挎包。+纤纤细细的，好漂亮，像仙女……
pp19(0)<Speaker>pp19</Speaker>;NPC-Shelley(0)||:哇，听起来真像个仙女。你看到她到哪里去了？
pp19(0);NPC-Shelley(0)<Speaker>夏莉</Speaker>||:她到我们车后面去了。+感觉好像看错了一样，一闪就不见了。
pp19(0)<Speaker>pp19</Speaker>;NPC-Shelley(0)||:说不定夏莉没有看错呢。我们去检查一下吧？
NPC-Shelley(0)<Speaker>夏莉</Speaker>||<BGM>BGM_Empty</BGM><黑屏1>:好！
()||<黑屏2><BIN>86</BIN><BGM>BGM_Room</BGM>:两人说笑着从补给站的休息区离开，来到卡车边。+除了生态循环装置运作的声音外，卡车车厢处听不到其他的声音。
NPC-Shelley(0)<Speaker>夏莉</Speaker>||:看起来不像是有人的样子呢……
pp19(0)<Speaker>pp19</Speaker>;NPC-Shelley(0)||:来，夏莉，我给你变个魔法。
pp19(0);NPC-Shelley(0)<Speaker>夏莉</Speaker>||:魔法？
pp19(0)<Speaker>pp19</Speaker>||:嗯。魔法的第一要务，就是把相信的事情变成现实——
pp19(0)<Speaker>pp19</Speaker>||<黑屏1>:<Size=55>“出来吧，AK Alfa！我知道你在这里！”</Size>
