()||<BIN>9</BIN><黑屏1>0,10</黑屏1>:
()<Speaker></Speaker>||:Gr PSG-1 is about to pull out the cross to protect herself, but M870 is one step ahead and has pinned her in place.+By the time Gr PSG-1 comes to her senses, she finds herself already handcuffed to the cross.
()<Speaker>Announcement</Speaker>||:<color=#FFFF00>Monster Gr PSG-1 is out! Score - 8.</color>
M870P(0)<Speaker>M870</Speaker>||<BGM>m_avg_casual</BGM>:Ahahahaha, not bad, but you're a far cry from me.
PSG1(3)<Speaker>Gr PSG-1</Speaker><Position>0,200</Position>||:You, you... Why is it you?!
M870P(0)<Speaker>M870</Speaker>||:Were you seriously expecting to meet a vampire, you moron? +Oh man, you looked so damn stupid, ahahahaha...
PSG1(3)<Speaker>PSG1</Speaker><Position>0,200</Position>||:... +I can't believe I actually believed MDR's intel about vampires... +Fine, you win. Can you let me go now?
M870P(0)<Speaker>M870</Speaker>||<黑屏1>:And why would I do that? I went to so much trouble to capture my prey, so obviously I'm going to show it off to everyone! +Just be a good girl and stay here as my trophy. ♪
()<Speaker></Speaker>||<BIN>9</BIN><黑屏2><黑屏1><BGM>BGM_Empty</BGM>:M870 leaves in a good mood and begins searching for her next target. +Nobody notices the Jack o' Lantern that G36C left behind has vanished...
()<Speaker></Speaker>||<Night><BIN>4</BIN><黑屏2><BGM>BGM_Battle</BGM>:After some searching, she spots Gr Mk23, who is looking all over for the Commander.
M870P(0)<Speaker>M870</Speaker>||:While this target is easy and boring, I should just make do since I can't find anything more challenging.
()<Speaker></Speaker>||:M870 hides inside a bush, but a hand grabs her just as she's about to approach Gr Mk23.
KSVK(4)<Speaker>KSVK</Speaker>||:O child of destiny, it seems your hunt tonight has been most bountiful.
M870P(0)<Speaker>M870</Speaker>;KSVK(4)||:Oi, what the hell are you doing, trying to assault an officer?
M870P(0);KSVK(4)<Speaker>KSVK</Speaker>||:I simply saw that you have slowed your pace. You looked like you would be overcome with terror at any moment...
M870P(0)<Speaker>M870</Speaker>;KSVK(4)||:You thought I was going to get overtaken? That's the funniest thing I've heard all year.
M870P(0);KSVK(4)<Speaker>KSVK</Speaker>||:Therefore I wish to bestow a gift upon you; it's both a keep and a cage. +It is up to you whether or not it will be a fortress that defends you from terror or a prison that traps you inside with fear.
M870P(0)<Speaker>M870</Speaker>;KSVK(4)||:Are you high on petrol fumes of something? The hell are you running your mouth about?
M870P(0)<Speaker>M870</Speaker>||:Stop interfering with my enforcement or I'll scare you along with her.
()<Speaker></Speaker>||:KSVK suddenly pulls out a huge Jack o' Lantern from a nearby grass patch and slams it down around M870's body.
KSVK(4)<Speaker>KSVK</Speaker>||<BGM>BGM_Empty</BGM>:In that case, I wish you all the best in escaping this storm of terror.
M870P(2)<Speaker>M870</Speaker>||:Ah—! What the hell is this?!+Hey, get back here!
()<Speaker></Speaker>||:As she watches KSVK run off, all M870 can do is try to free herself.+However, the Jack o' Lantern fits snugly around M870's neck, leaving her trapped and immobile inside it.
()<Speaker></Speaker>||<SE1>AVG_wind_grass</SE1>:A night breeze happens to blow, and it stirs up the strands of M870's hair.
M870P(2)<Speaker>M870</Speaker>||<BGM>BGM_Brain</BGM><Shake>:Who's that?! Who's behind me?!
()<Speaker></Speaker>||:With great effort, M870 manages to turn around, but there's nobody behind her.
M870P(2)<Speaker>M870</Speaker>||:(Groans) Are you trying to assault an officer?!+I'm warning you, assaulting an officer of the law is a ticketable offense!
()<Speaker></Speaker>||:The only answer to her empty threats is the moaning of the wind.
M870P(2)<Speaker>M870</Speaker>||:A-and who's that howling over there?!
()<Speaker></Speaker>||:The bright moonlight casts distinct shadows of the tree branches on the ground, making them look like claws and fangs reaching out for her.
()<Speaker></Speaker>||<SE1>AVG_wind_grass</SE1>:M870 gulps, then she suddenly hears a rustling noise from behind her, while the shadows on the ground begin swaying violently—+Almost as if some vengeful fiend was ripping its way through space and time in order to get at her—
M870P(2)<Speaker>M870</Speaker><Shake>||:<size=50>Waaaaaaaaaaaahhhhhhhhhhh—!</size>+<size=50>Help meeeeeeeeeeeeeeeeeee!</size>
()<Speaker></Speaker>||:M870 wails as she runs in a blind panic.+The massive Jack o' Lantern prevents her from seeing her feet, and soon M870 trips and falls.+Unable to stand up, all M870 can do is wildly roll back and forth as she screams.
M870P(2)<Speaker>M870</Speaker>||<BGM>BGM_Empty</BGM><黑屏1>:Aaaaaaaaaaaaaahhhhhhhhhhh—! +Someone help meeeeeeeeeeeeeeeeeee!
()<Speaker></Speaker>||<黑屏2>:After what seems like several centuries, several pairs of feet finally enter M870's field of vision.
MG3(4)<Speaker>MG3</Speaker>||<BGM>BGM_Hello</BGM>:Huh, your Halloween outfit is pretty special, M870.
97typeS(2)<Speaker>Type 97S</Speaker><Position>0,150</Position>||:So you were screaming because it was so round that you couldn't stand up?
QBU88(2)<Speaker>QBU-88</Speaker><Position>0,150</Position>||:Was that you crying for help just now?
M870P(2)<Speaker>M870</Speaker>||:Quit chatting over there! Hurry up and get me out of this!
97typeS(2)<Speaker>Type 97S</Speaker><Position>0,150</Position>||:Easier said than done. Now that you're stuck so tightly in there, how are we going to free you?
M870P(2)<Speaker>M870</Speaker>||:I don't care how you do it! Just get me out of here!
QBU88(2)<Speaker>QBU-88</Speaker><Position>0,150</Position>||:Don't worry. Let me see how we can get you loose.
()<Speaker></Speaker>||<黑屏1>:QBU-88 opens up her toolkit on the ground and begins trying the contents on the Jack o' Lantern.
()<Speaker></Speaker>||<黑屏2>:...20 minutes later.
QBU88(2)<Speaker>QBU-88</Speaker><Position>0,150</Position>||:Nothing's working...and I don't have any bigger tools with me...
M870P(2)<Speaker>M870</Speaker>||:Oi! Hurry up already! +More Dolls are gathering to watch! If you're going to embarrass me like this, then you might as well shoot me!
97typeS(2)<Speaker>Type 97S</Speaker><Position>0,150</Position>||:No problem, I'll do it—
MG3(4)<Speaker>MG3</Speaker>||:You're going too far, Hawk.+How can you point a gun at other people?
97typeS(2)<Speaker>Type 97S</Speaker><Position>0,150</Position>||:Then what should I do? I still need to go get the Commander.
MG3(4)<Speaker>MG3</Speaker>||:There has to be another way!
QBU88(2)<Speaker>QBU-88</Speaker><Position>0,150</Position>||:Be quiet, both of you...
()<Speaker></Speaker>||:M870 looks at the arguing trio as she lies on the ground. After much effort and frustration, she manages to sit up, intent on putting an end to this.
MG3(4)<Speaker>MG3</Speaker>||:Just be patient and wait—
M870P(2)<Speaker>M870</Speaker>||:Wait for what?! Don't you dorks understand what's going on? +I'm still stuck in here!
97typeS(2)<Speaker>Type 97S</Speaker><Position>0,150</Position>||:Honestly...
MG3(4)<Speaker>MG3</Speaker>||:Give me 5 minutes, I'll be back right away!
()<Speaker></Speaker>||:MG3 speeds off as she tries to contact the Commander.
M870P(2)<Speaker>M870</Speaker>||:Heeeeeeey, hold it right there! You're speeding! +Also, you haven't solved my problem yet! HEY!!!
97typeS(2)<Speaker>Type 97S</Speaker><Position>0,150</Position>||<BGM>BGM_Empty</BGM><黑点1>:Ahhhhh, what a pain in the ass!
()<Speaker></Speaker>||<黑点2><BIN>9</BIN>:Type 97S shoves QBU-88 aside and takes aim at M870—
()<Speaker></Speaker>||<SE1>AVG_rifle_finalshot_h</SE1>:Blam!
M870P(3)<Speaker>M870</Speaker><Position>0,150</Position>||<黑屏1>:<size=50>WAAAAAAAAAAAAHHHHHHH!!!!!!!</size>
()<Speaker></Speaker>||<BIN>18</BIN><Night><黑屏2>:30 minutes later, M870 — who has given up on participating in the game — stands listlessly among the Commander's escort squad.
()<Speaker>Commander</Speaker>||:I'm really not used to how abnormally quiet you are today, M870...
M870P(0)<Speaker>M870</Speaker>||:...
()<Speaker>Commander</Speaker>||<BGM>BGM_Moon</BGM>:Looks like the Jack o' Lantern has traumatized you. +Here, close your eyes, I'll give you a present.
()<Speaker></Speaker>||<黑屏1>:In a rare moment of obedience, M870 closes her eyes.
()<Speaker></Speaker>||<BIN>9</BIN><黑屏2>:Surrounded by darkness, M870 feels herself sink into a soft, warm embrace...
()<Speaker>Commander</Speaker>||<黑屏1>:How about opening your eyes now, M870?
M870P(2)<Speaker>M870</Speaker>||<Night><BIN>18</BIN><睁眼>:Holy-! Not this damn Jack o' Lantern again!
()<Speaker>Commander</Speaker>||:Relax, come now, do you feel the button here?
()<Speaker></Speaker>||:M870 nervously presses the button.
M870P(2)<Speaker>M870</Speaker>||:Eh? The Jack o' Lantern opened up?
()<Speaker>Commander</Speaker>||:I asked the workshop Dolls to help me make a simple improvement to the Jack o' Lantern.+Feel better now?
M870P(2)<Speaker>M870</Speaker>||:This is assault of a police officer! I'm going to— +Eh, forget it. I'll let you off with a warning this time, on account of how thoughtful you were.
()<Speaker>Announcement</Speaker>||<BGM>BGM_Empty</BGM>:<color=#FFFF00>The Griffin Test of Courage has ended. Please step forward to claim your prizes!</color>
()<Speaker>Commander</Speaker>||<黑点1>:Go on. M870. Go get your prize.
()<Speaker></Speaker>||<BIN>96</BIN><黑点2><BGM>GF_Cafe</BGM>:...At the test of courage prize presentation.
NPC-Kalin(1)<Speaker>Kalina</Speaker>||:...Now then, that was the list of the Dolls who won a prize. +Please come up and collect your prizes from me!+Thank you all for participating. See you next year!
QBU88(2)<Speaker>QBU-88</Speaker><Position>0,150</Position>||:Kalina, I'm here for the 20%-off supermarket discount coupon.
NPC-Kalin(2)<Speaker>Kalina</Speaker>||:Eh? But we don't have a prize like that...
M870P(2)<Speaker>M870</Speaker>||:Kalina, give me my soda water first!
NPC-Kalin(4)<Speaker>Kalina</Speaker>||:We don't have a prize like that either...
M870P(2)<Speaker>M870</Speaker>||:...
QBU88(2)<Speaker>QBU-88</Speaker><Position>0,150</Position>||:...
M870P(2)<Speaker>M870</Speaker>||:Where the hell is KSVK?! I'm going to stuff her into a pair of speakers and blast her with death metal all night long!
QBU88(2)<Speaker>QBU-88</Speaker><Position>0,150</Position>||:I can't believe KSVK tricked me...and I worked so hard to scare everyone too...
NPC-Kalin(2)<Speaker>Kalina</Speaker>||:KSVK? What are you talking about? +Someone knocked KSVK out and she's still unconscious.
M870P(2)<Speaker>M870</Speaker>||:Say what?!
QBU88(2)<Speaker>QBU-88</Speaker><Position>0,150</Position>||<黑点1>:Ahhhhhhhh!
()<Speaker></Speaker>||<BGM>BGM_Empty</BGM><BIN>9</BIN><黑点2>:...Meanwhile, in the Griffin dorms.
()<Speaker></Speaker>||:As "KSVK" takes off her makeup in front of the mirror, she suddenly smirks at the KSVK who is sound asleep on the bed.
()<Speaker>KSVK?</Speaker>||:Happy Halloween, you little piece of trash. I had a lot of fun today. ♪
()<Speaker>KSVK</Speaker>||:Mmmzzzz...
