()||<BIN>9</BIN><黑屏1>0,10</黑屏1>:
()<Speaker></Speaker>||<黑屏1>:QBU88在地上铺开了自己的工具袋，挨个在南瓜壳上尝试起来。
()<Speaker></Speaker>||<黑屏2>:……二十分钟后。
QBU88(2)<Speaker>QBU-88</Speaker><Position>0,150</Position>||:都不行诶……我没有带大型的工具来……
M870P(2)<Speaker>M870</Speaker>||:喂喂！你们倒是快点啊！+围观的人形越来越多了，这么丢脸还不如给我一枪算了！
97typeS(2)<Speaker>97式霰</Speaker><Position>0,150</Position>||:好啊，那就由我来——
MG3(4)<Speaker>MG3</Speaker>||:霍克，你这样太乱来了。+怎么能用枪对着别人呢？
97typeS(2)<Speaker>97式霰</Speaker><Position>0,150</Position>||:那你说要怎么办啊？我还赶着去找指挥官呢。
MG3(4)<Speaker>MG3</Speaker>||:肯定还有别的方法！
QBU88(2)<Speaker>QBU-88</Speaker><Position>0,150</Position>||:你们别吵了……
()<Speaker></Speaker>||:躺在地上的M870看着眼前的三人吵成一团，愤怒又费力地坐起来，企图制止。
MG3(4)<Speaker>MG3</Speaker>||:你耐心等待下——
M870P(2)<Speaker>M870</Speaker>||:等什么啊，你们这些蠢蛋能不能搞清楚情况啊？！+我还被关着呢！
97typeS(2)<Speaker>97式霰</Speaker><Position>0,150</Position>||:真是……
MG3(4)<Speaker>MG3</Speaker>||:再等5分钟就好，我马上就回来！
()<Speaker></Speaker>||:MG3一边尝试联系指挥官一边飞快地离开了现场。
M870P(2)<Speaker>M870</Speaker>||:喂——你超速了啊！+还有我的问题还没有解决诶——！！！
97typeS(2)<Speaker>97式霰</Speaker><Position>0,150</Position>||<BGM>BGM_Empty</BGM><黑点1>:真是麻烦透了！
()<Speaker></Speaker>||<黑点2><BIN>9</BIN>:97式霰推开了QBU88，果断地瞄准了M870——
()<Speaker></Speaker>||<SE1>AVG_rifle_finalshot_h</SE1>:“砰”——
M870P(3)<Speaker>M870</Speaker><Position>0,150</Position>||<黑屏1>:<size=50>哇啊啊啊啊啊啊啊啊！！！</size>
()<Speaker></Speaker>||<BIN>18</BIN><Night><黑屏2>:三十分钟后，主动放弃比赛的M870魂不守舍地混在指挥官的护卫队中。
()<Speaker>指挥官</Speaker>||:M870，你今天这么反常的安静让我很不习惯……
M870P(0)<Speaker>M870</Speaker>||:……
()<Speaker>指挥官</Speaker>||<BGM>BGM_Moon</BGM>:看来还没有走出南瓜壳的阴影啊。+来，闭上眼睛，我送你一份礼物。
()<Speaker></Speaker>||<黑屏1>:M870难得顺从地闭上了眼。
()<Speaker></Speaker>||<BIN>9</BIN><黑屏2>:黑暗中，M870感觉陷入了一个柔软温暖的怀抱中……
()<Speaker>指挥官</Speaker>||<黑屏1>:M870，睁开眼来看看？
M870P(2)<Speaker>M870</Speaker>||<Night><BIN>18</BIN><睁眼>:呜啊啊啊啊啊啊啊啊啊怎么又是这个该死的南瓜壳！！！
()<Speaker>指挥官</Speaker>||:放轻松，来，摸到里面这个按钮了吗？
()<Speaker></Speaker>||:M870颤抖着按了一下按钮。
M870P(2)<Speaker>M870</Speaker>||:诶？南瓜壳打开了？
()<Speaker>指挥官</Speaker>||:这是我拜托工厂值班的人形帮我简单改良的南瓜壳。+现在是不是感觉轻松多了？
M870P(2)<Speaker>M870</Speaker>||:你这样做可是袭警！我要——+算了，看在你这么有心的份上，就免掉你这次的罚单吧。
()<Speaker>广播</Speaker>||<BGM>BGM_Empty</BGM>:<color=#FFFF00>格里芬试胆大会已结束，请各位及时前往颁奖典礼！</color>
()<Speaker>指挥官</Speaker>||<黑点1>:走吧M870，去领取你的奖品吧。
()<Speaker></Speaker>||<BIN>96</BIN><黑点2><BGM>GF_Cafe</BGM>:……试胆大会颁奖典礼。
NPC-Kalin(1)<Speaker>格琳娜</Speaker>||:……那么，以上就是获奖人形名单。+奖品的话，请大家自行来我这里领取哦！+感谢各位的积极参与，来年见！
QBU88(2)<Speaker>QBU-88</Speaker><Position>0,150</Position>||:格琳娜，我来领取超市的八折优惠卡。
NPC-Kalin(2)<Speaker>格琳娜</Speaker>||:诶？没有那样的奖品呢……
M870P(2)<Speaker>M870</Speaker>||:格琳娜，先给我苏打水啦！
NPC-Kalin(4)<Speaker>格琳娜</Speaker>||:也没有这样的奖品哦……
M870P(2)<Speaker>M870</Speaker>||:……
QBU88(2)<Speaker>QBU-88</Speaker><Position>0,150</Position>||:……
M870P(2)<Speaker>M870</Speaker>||:KSVK那个家伙在哪？！我今天就要把她塞进音响放一夜的死亡金属！
QBU88(2)<Speaker>QBU-88</Speaker><Position>0,150</Position>||:我居然被KSVK骗了……明明我那么努力吓人……
NPC-Kalin(2)<Speaker>格琳娜</Speaker>||:KSVK？你们在说什么呀？+KSVK执行任务的时候受伤陷入昏迷，一直睡到现在呢。
M870P(2)<Speaker>M870</Speaker>||:什么？！
QBU88(2)<Speaker>QBU-88</Speaker><Position>0,150</Position>||<黑点1>:啊啊啊啊啊！
()<Speaker></Speaker>||<BGM>BGM_Empty</BGM><BIN>9</BIN><黑点2>:……与此同时，格里芬宿舍。
()<Speaker></Speaker>||:正对着镜子卸妆的“KSVK”突然对着躺在床上熟睡的KSVK笑了一下。
()<Speaker>KSVK？</Speaker>||:万圣节快乐，小垃圾，我今天可是玩得很开心哦♪
()<Speaker>KSVK</Speaker>||:呼唔……
