()||<BIN>9</BIN><黑屏1>0,10</黑屏1>:
GepardM1(6)<Speaker>猎豹M1</Speaker>;NPC-Kalin(3)||:原来是这样……我果然还是不明白，为什么要特意做这种事呢？
GepardM1(6);NPC-Kalin(2)<Speaker>格琳娜</Speaker>||:这种事是指什么呢？
GepardM1(6)<Speaker>猎豹M1</Speaker>;NPC-Kalin(2)||:为什么要在明明是假期的日子里做这么麻烦的事呢……+圣诞树什么的，随便用塑料之类的也可以做吧。+而且归根结底……明明是休假还要加班做圣诞晚会的准备工作……就很奇怪。
GepardM1(6);NPC-Kalin(0)<Speaker>格琳娜</Speaker>||:唔……原来如此。+猎豹小姐对这种“辛苦的假期”不太理解是吗？
GepardM1(6)<Speaker>猎豹M1</Speaker>;NPC-Kalin(0)||:大概可以这样说……+虽然有圣诞晚会让人很开心……但是看到春田小姐和格琳娜小姐这样奔波劳累。+就觉得让人很担心了。
GepardM1(6);NPC-Kalin(1)<Speaker>格琳娜</Speaker>||:哈哈，不用替我们操心啦，真是温柔呢，猎豹小姐。
GepardM1(6);NPC-Kalin(0)<Speaker>格琳娜</Speaker>||:让我想想……+猎豹小姐早上有跟春田小姐一起吧？
GepardM1(6)<Speaker>猎豹M1</Speaker>;NPC-Kalin(0)||:嗯……早上的时候，春田小姐一直待在这里。+但是她在这里的时候也在工作，所以没能说上话。
GepardM1(6);NPC-Kalin(0)<Speaker>格琳娜</Speaker>||:在猎豹小姐看来，春田小姐很辛苦吗？
GepardM1(6)<Speaker>猎豹M1</Speaker>;NPC-Kalin(0)||:相当辛苦……就算是工作日也不过如此。+不如说……有一种唯独春田小姐没有假期的罪恶感……
GepardM1(6);NPC-Kalin(0)<Speaker>格琳娜</Speaker>||:那春田小姐看起来有不开心吗？
GepardM1(6)<Speaker>猎豹M1</Speaker>;NPC-Kalin(0)||:……+……倒是没有。+她看起来……乐在其中的样子。
GepardM1(6);NPC-Kalin(0)<Speaker>格琳娜</Speaker>||:就是这样，或许每个人享受假期的方式都不一样，但归根结底，其实都是为了让自己高兴起来而已。+像猎豹小姐这样，想要悠闲地度过假期当然是其中一种，而对春田小姐来说，能让大家好好享受圣诞节更能让她感到高兴吧。
GepardM1(6)<Speaker>猎豹M1</Speaker>;NPC-Kalin(0)||:让大家都好好享受圣诞节……
GepardM1(6);NPC-Kalin(0)<Speaker>格琳娜</Speaker>||:当然这也不是说悠闲地度过就有问题啦，只是方式和方法不一样嘛。
GepardM1(6)<Speaker>猎豹M1</Speaker>;NPC-Kalin(0)||:听起来就像是……+格琳娜小姐和春田小姐把大家的假日当成是自己的假日一样呢。
GepardM1(6);NPC-Kalin(0)<Speaker>格琳娜</Speaker>||:也没有到那个地步吧。+而且对我来说的话，指挥官还会给加班津贴，所以确实没什么啦。
GepardM1(6)<Speaker>猎豹M1</Speaker>;NPC-Kalin(0)||:……说得那么好听，结果格琳娜小姐就是在加班啊。
GepardM1(6);NPC-Kalin(1)<Speaker>格琳娜</Speaker>||:没错！就是这样！
GepardM1(6);NPC-Kalin(4)<Speaker>格琳娜</Speaker>||:啊……不好，聊得太久了，我得先走咯。+还有其他工作要做呢……实在是找不到能帮忙修剪的人，就只能先放着了吧。
GepardM1(6)<Speaker>猎豹M1</Speaker>;NPC-Kalin(4)||:不修剪的话就不行吗？
GepardM1(6);NPC-Kalin(4)<Speaker>格琳娜</Speaker>||:直接装饰的话会很难看的。+万不得已的时候，也会考虑猎豹小姐的建议，改用方便的人工制品吧。+要等指挥官醒过来再说了。
GepardM1(6)<Speaker>猎豹M1</Speaker>;NPC-Kalin(4)||:……
NPC-Kalin(0)<Speaker>格琳娜</Speaker>||:那我就先走了，可惜春田小姐不在……不然还能顺杯咖啡走呢。
()||:格琳娜风风火火地离开了咖啡厅。
GepardM1(6)<Speaker>猎豹M1</Speaker>||:……真是忙碌呢。
GepardM1(6)<Speaker></Speaker>||:猎豹握着手里的咖啡杯，原本滚烫的咖啡早已经变得温热。
GepardM1(6)<Speaker>猎豹M1</Speaker>||<黑点1>:不要蹭我的脚……坏猫。+我知道的啦……+是难得的假期……难得的圣诞节嘛。
()<Speaker>指挥官</Speaker>||<BGM>BGM_Empty</BGM><BGM>BGM_Hello</BGM><黑点2><震屏3>:为什么不早点叫醒我啊！
NPC-Kalin(5)<Speaker>格琳娜</Speaker>||:欸——是我的责任？
NPC-Kalin(3)<Speaker>格琳娜</Speaker>||:明明是指挥官累得完全醒不过来吧？下次这种工作就安安心心交给适合的人去做啦。
()<Speaker>指挥官</Speaker>||:可大部分工作都是刘易斯完成的……我都不知道到底哪里累了……+所以还没有找到人修剪吗？
NPC-Kalin(4)<Speaker>格琳娜</Speaker>||:没有哦。+那之后我也找到了春田小姐，她忙着和LWMMG清点食材，也没有能够拜托的对象。
()<Speaker>指挥官</Speaker>||:这就没办法了……上吧，格琳娜，只能由我们两个来修剪了！
NPC-Kalin(5)<Speaker>格琳娜</Speaker>||:欸欸！？刚刚才说过要把合适的工作交给合适的人去做了吧！
()<Speaker>指挥官</Speaker>||:这也没办法吧！？刘易斯辛辛苦苦带回来的素材，难道打算浪费……+啊，早啊，猎豹。
GepardM1(6)<Speaker>猎豹M1</Speaker>||:……已经不早了，指挥官。
()<Speaker>指挥官</Speaker>||:呃……确实，已经是下午了啊。距离晚会开始还有……+你在这里等着派对吗？
GepardM1(6)<Speaker>猎豹M1</Speaker>||:……也没有那么期待。+我从早上开始就呆在这里了。+因为有猫和咖啡，而且很安静。
()<Speaker>指挥官</Speaker>||:原来如此……光是听就觉得相当悠闲啊……+不愧是猎豹，简直是模范的假期。
GepardM1(6)<Speaker>猎豹M1</Speaker>||:……这就是模范了吗？
NPC-Kalin(2)<Speaker>格琳娜</Speaker>||:指挥官——！
()<Speaker>指挥官</Speaker>||:怎，怎么了？
NPC-Kalin(2)<Speaker>格琳娜</Speaker>||:什么怎么了……你自己看啊。
()<Speaker>指挥官</Speaker>||:什……咦？
()||:摆放在咖啡厅中间的冷杉树，原本宽大的树冠被修剪得匀称苗条，树干部分的泥巴和死皮也被打磨干净，现在看起来完全就是一株圣诞树的样子，只差挂上装饰物和礼物了。
()<Speaker>指挥官</Speaker>||:你不是说找不到人修剪吗……？
NPC-Kalin(4)<Speaker>格琳娜</Speaker>||:我的确没有找到人啊……
()<Speaker>指挥官</Speaker>||:那这个是怎么回事？害我这么着急地跑过来……难道说是妖精们干的吗？
NPC-Kalin(2)<Speaker>格琳娜</Speaker>||<BGM>BGM_Empty</BGM>:就算你这么问我也……
GepardM1(6)<Speaker>猎豹M1</Speaker>;NPC-Kalin(2)||<BGM>BGM_Moon</BGM>:……
GepardM1(6);NPC-Kalin(4)<Speaker>格琳娜</Speaker>||:<color=#A9A9A9>欸？猎豹小姐的手指……是泥的痕迹……</color>
NPC-Kalin(1)<Speaker>格琳娜</Speaker>||:<color=#A9A9A9>……原来如此！</color>+我完全不知道喔！
()<Speaker>指挥官</Speaker>||:……你这个表情分明知道些什么吧！快告诉我！
NPC-Kalin(1)<Speaker>格琳娜</Speaker>||:我不知道。+说不定是圣诞老人呢。
()<Speaker>指挥官</Speaker>||:快告诉我啊！
GepardM1(6)<Speaker>猎豹M1</Speaker>||:……+……好吵啊。
()<Speaker></Speaker>||:猎豹低声抱怨着，轻轻用手抚摸了一下凑上来的猫咪。
GepardM1(6)<Speaker>猎豹M1</Speaker>||<黑屏1>:……但是。
GepardM1(6)<Speaker>猎豹M1</Speaker>||<黑屏2><黑屏1><BIN>9</BIN>:的确很开心。
