mission_targettrain_enemy-10000101,ターゲット調整
mission_targettrain_enemy-20020502,悪夢は必然的に様々な怖い要素の詰め合わせとなる。抜け出したいのであれば、当然一気に全てを破壊せねばならない。(範囲ダメージを与えることができる部隊で対処するのがおすすめです)
mission_targettrain_enemy-30020502,密集型敵グループ(高HP)
mission_targettrain_enemy-10020503,イージスと鹿
mission_targettrain_enemy-20020503,彼らの甲冑を貫けないというのであれば、いくら兵力を注いだところでただの徒労に過ぎない。(後衛を優先して攻撃する、破甲能力を持つ部隊で対処するのがおすすめです)
mission_targettrain_enemy-30020503,ガン&シールド
mission_targettrain_enemy-10020504,屈折信仰
mission_targettrain_enemy-20020504,固い信仰を持つ敵に勝てないのであれば、まずはその信仰の根底――偏向障壁から壊してみては？(HPが高い敵に対処でき、一定の破砕効果を持つ部隊がおすすめです)
mission_targettrain_enemy-30020504,白い敵グループ
mission_targettrain_enemy-10020505,移動爆弾
mission_targettrain_enemy-20020505,悪い夢から覚める最良の手段とはすぐに目を覚ますこと。もしくはそうなる前に元凶を絞め殺すこと。(戦闘開始直後に爆破能力を発動できる部隊で対処するのがおすすめです)
mission_targettrain_enemy-30020505,クイック爆破
mission_targettrain_enemy-10020506,金城鉄壁
mission_targettrain_enemy-20020506,正面からの突破が難しくても、厄介な装甲持ちさえ片付ければ道は開けるかもしれない。(高HPの敵に対抗できる能力、もしくは比較的高い生存力を持ち、偏向障壁に破砕攻撃ができる部隊がおすすめです)
mission_targettrain_enemy-30020506,エリート肉壁
mission_targettrain_enemy-10020507,破壊の嵐
mission_targettrain_enemy-20020507,群れを成したヒドラに向かっていくのは賢いとは言えないな。君が歴戦の兵であるか、やつらの弱点を知り尽くしている場合は話が別だがね。
mission_targettrain_enemy-30020507,無敵のペア
mission_targettrain_enemy-10020508,天眼の狩人
mission_targettrain_enemy-20020508,廃棄されたパトローラたちが自身に再利用の余地があることを証明したがっている。君がまだ新米ならば、避けて通るのが賢明だ。
mission_targettrain_enemy-30020508,巨像来たる
mission_targettrain_enemy-10020509,戦慄陣形
mission_targettrain_enemy-20020509,正規軍のタンクが君に向かってきている。壊すか壊されるか、その決断を下すのは新人には酷というものだろう。
mission_targettrain_enemy-30020509,コイオス！
mission_targettrain_enemy-10000301,ケルベロス
mission_targettrain_enemy-20000301,特殊ターゲット-ケルベロス、ターゲット開放期間は全員の挑戦時間及び対応する挑戦データが記録されます。指揮官同士高め合いましょう！
mission_targettrain_enemy-30000301,ケルベロス
mission_targettrain_enemy-10000401,エゴール
mission_targettrain_enemy-20000401,特殊ターゲット-エゴール、ターゲット開放期間は全員の挑戦時間及び対応する挑戦データが記録されます。指揮官同士高め合いましょう！
mission_targettrain_enemy-30000401,エゴール
mission_targettrain_enemy-10000501,失格異性体
mission_targettrain_enemy-20000501,特殊ターゲット-失格異性体、ターゲット開放期間は全員の挑戦時間及び対応する挑戦データが記録されます。指揮官同士高め合いましょう！
mission_targettrain_enemy-30000501,失格異性体
mission_targettrain_enemy-10000601,M16A1!
mission_targettrain_enemy-20000601,特殊ターゲット-M16A1!、ターゲット開放期間は全員の挑戦時間及び対応する挑戦データが記録されます。指揮官同士高め合いましょう！
mission_targettrain_enemy-30000601,M16A1!
mission_targettrain_enemy-10000701,
mission_targettrain_enemy-20000701,特殊ターゲット-掩護中隊、ターゲット開放期間は全員の挑戦時間及び対応する挑戦データが記録されます。指揮官同士高め合いましょう！
mission_targettrain_enemy-30000701,
mission_targettrain_enemy-10000801,
mission_targettrain_enemy-20000801,
mission_targettrain_enemy-30000801,
mission_targettrain_enemy-10000901,
mission_targettrain_enemy-20000901,
mission_targettrain_enemy-30000901,
mission_targettrain_enemy-10001001,
mission_targettrain_enemy-20001001,
mission_targettrain_enemy-30001001,
mission_targettrain_enemy-10001101,
mission_targettrain_enemy-20001101,
mission_targettrain_enemy-30001101,
mission_targettrain_enemy-10001201,
mission_targettrain_enemy-20001201,
mission_targettrain_enemy-30001201,
mission_targettrain_enemy-10001301,
mission_targettrain_enemy-20001301,
mission_targettrain_enemy-30001301,
mission_targettrain_enemy-10001501,
mission_targettrain_enemy-20001501,
mission_targettrain_enemy-30001501,
mission_targettrain_enemy-10001601,
mission_targettrain_enemy-20001601,
mission_targettrain_enemy-30001601,
mission_targettrain_enemy-10001701,
mission_targettrain_enemy-20001701,
mission_targettrain_enemy-30001701,
mission_targettrain_enemy-10001801,
mission_targettrain_enemy-20001801,
mission_targettrain_enemy-30001801,
mission_targettrain_enemy-10001901,
mission_targettrain_enemy-20001901,
mission_targettrain_enemy-30001901,
