()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:……
NPC-Jason(1)<Speaker>K</Speaker>||:钴13请确认现在为紧急情况，敌方装甲部队主力已经被阻滞在城区，这是有效火力打击的最后机会。+如果敌方完成突破，会为我方任务造成严重威胁。+请请示你的上级。完毕。
()<Speaker></Speaker>||:电台里传来短暂的沉默。
()<Speaker>钴13</Speaker>||:<color=#00CCFF>否决，我很理解和同情你们的情况，但行动前已向你们明确不会有火力支援。完毕。</color>
NPC-Jason(1)<Speaker>K</Speaker>||:我方小组已获得“星星”，我方的任务是不计一切代价确保“星星”安全。+敌方装甲部队已严重威胁我方任务执行，这是紧急情况，请立即为我们申请火力支援！
()<Speaker>钴13</Speaker>||:<color=#00CCFF>钴13明白，但我们没有获得执行火力支援的权限，完毕。</color>
NPC-Jason(1)<Speaker>K</Speaker><Shake>||:该死！那就和你的上级去申请啊混蛋伊万！+我以德意志民主共和国国家安全部少校凯恩·施瓦本的身份，代表德国国家安全部，请求苏方在本次行动中给予火力支援！+请立即请示你的上级，完毕！
()<Speaker></Speaker>||<SE1>AVG_whitenoise</SE1>:……+电台里，那个让人绝望的白噪音持续着。+虽然只是短短的几秒，但也显得足够漫长。
()<Speaker>钴13</Speaker>||:<color=#00CCFF>钴13了解，正在向上级请示。完毕。</color>
NPC-Jason(1)<Speaker>K</Speaker>||:瀑布收到，感谢。
()<Speaker>钴13</Speaker>||:<color=#00CCFF>请求已经上报，请尽力拖住敌方部队，等候莫斯科的进一步指示。</color>+<color=#00CCFF>获得开火权限后会向你进行确认联系，通讯完毕。</color>
()<Speaker></Speaker>||<SE1>AVG_tele_disconnect</SE1>:K将通讯设备放下，从眼神中可以感觉到这个支援是否会到来连他心里也没有数。
()<Speaker>指挥官</Speaker>||:国家安全部？
NPC-Jason(1)<Speaker>K</Speaker>||:我知道你想问什么，事后我再解释吧。
()<Speaker>指挥官</Speaker>||:希望我们都能活到你解释的那个时候。+所以在得到答复前，我们得把那些军方全都挡在外面？
NPC-Jason(1)<Speaker>K</Speaker>||:没错，必须为火力打击争取出这个时间。+这就是你的工作了，指挥官。
()<Speaker>指挥官</Speaker>||:啧……格林娜，我们还有多少人能够作战？
NPC-Kalin(9)<Speaker>格琳娜</Speaker>||：勉强还能凑出来几个梯队，但是……
()<Speaker>指挥官</Speaker>||:我明白，帮我接通大家吧。
NPC-Kalin(9)<Speaker>格琳娜</Speaker>||<BGM>BGM_Empty</BGM>：好……
()<Speaker></Speaker>||<BGM>10258</BGM>:指挥用的屏幕中显示着仅存的人形们，她们清秀的脸上如今都挂着战场的硝烟和灰烬。+在这无言的默契中，只有敌人炮火的声音在远处响起。+指挥官什么都不用说，她们也什么都明白，还一如既往地微笑着看着指挥官。+闭上眼睛，深深地吸了一口气，再次睁开双眼，手指按下了设置新的任务和路径的指令。+人形们立即奔赴指定的位置，一切都于悄然无声中进行，炮火和寒风应和着这一刻的沉默。+放下指挥面板，指挥官才注意到双拳的关节都已经紧握到发白。
NPC-Jason(1)<Speaker>K</Speaker>||:……
()<Speaker>指挥官</Speaker>||:这是你要的时间，K。+不要辜负她们。
NPC-Jason(1)<Speaker>K</Speaker>||<黑屏1>:……好。
