()||<BIN>9</BIN><黑屏1>0,10</黑屏1>:
()<Speaker>指挥官</Speaker>||:你怎么自己躲在这大箱子里？
Type88(4)<Speaker>88式</Speaker>||<BGM>BGM_Moon</BGM>:我不想拖累谢尔久科夫……+比起和我共同完成任务，果然还是谢尔久科夫单独完成要轻松很多吧……
()<Speaker>指挥官</Speaker>||:你有和谢尔久科夫商量过吗？
Type88(4)<Speaker>88式</Speaker>||:我……
()<Speaker>指挥官</Speaker>||:最先发现你不见的就是谢尔久科夫。+她现在也在四处寻找你。+谢尔久科夫还特地为你设计了急救培训呢。
Type88(4)<Speaker>88式</Speaker>||:……
SPS(2)<Speaker>谢尔久科夫</Speaker>||:88式，原来你在这里啊。
()<Speaker>指挥官</Speaker>||:我把88式交给你了。
()<Speaker></Speaker>||:指挥官拍了拍88式的肩表示鼓励，就赶往下一个小组了。
Type88(4)<Speaker>88式</Speaker>||:对不起，谢尔久科夫……+是我太任性了……
SPS(2)<Speaker>谢尔久科夫</Speaker>||:没事的，88式。+也是我没有考虑到第一次接触海上任务的你的感受。+只关注了身体上的训练，忽略了感情上的安抚。
Type88(4)<Speaker>88式</Speaker>||:你已经为了第一次一起执行任务的我考虑了很多了。+谢谢你……
SPS(2)<Speaker>谢尔久科夫</Speaker>||:我第一次执行海上任务的时候，也和你一样惊慌失措。+不过，你比我强的是，你有勇气表现你的恐惧和不安。+而我那个时候，表面强装镇定，实际上慌得不行。
SPS(2)<Speaker>谢尔久科夫</Speaker>||:那时候我的队长不仅没有嫌弃我，反而对我给予了信任。+要不是她的话，我不仅会在那次任务中失败，现在可能也不会继续执行海上任务了。+所以，当初她给我的这份信任，我也想交给你。
Type88(4)<Speaker>88式</Speaker>||:可是我完全不会游泳啊……+更别说什么后勤救援的技能……+我不行的……
Type88(4)<Speaker>88式</Speaker>||:之前我本来打算做一个反溺水配件。+不过，时间太紧张了。+到现在还是个未完成品……
SPS(2)<Speaker>谢尔久科夫</Speaker>||:既然你在尝试做反溺水配件，那不就说明你还是想好好完成这次行动的嘛？+这是个很好的开端，虽然看上去不是那么完美。+不过，我的急救特训或许能弥补一下！
()<Speaker></Speaker>||<BGM>BGM_Empty</BGM>:谢尔久科夫拉起88式向海边跑去。
Type88(4)<Speaker>88式</Speaker>||<黑点1>:……不要哇！！！
()<Speaker></Speaker>||<BIN>9</BIN><黑点2>:……
()<Speaker>谢尔久科夫</Speaker>||:88式，你睁开眼睛。
()<Speaker>88式</Speaker>||:我们现在是不是离海很近了？+我闻到空气中咸咸的味道了……
()<Speaker>谢尔久科夫</Speaker>||:是的，我正准备带你进行大海初体验训练。+来，向前迈一步，感觉到清凉的海水了吗？
()<Speaker>88式</Speaker>||:什么？！+呜啊啊！好可怕！
()<Speaker></Speaker>||<黑屏1>:88式挣脱开谢尔久科夫的手，开始闭着眼睛胡乱逃窜。+不知是谁在海边放了个充气皮球，瞎跑的88式一脚踩了上去，然后摔在了沙滩上。
SPS(2)<Speaker>谢尔久科夫</Speaker>||<睁眼><BIN>162</BIN>:88式！+你没事吧？
Type88(5)<Speaker>88式</Speaker>||<BGM>m_avg_casual</BGM>:这……+是沙子的触感？+软软的好温柔……
SPS(2)<Speaker>谢尔久科夫</Speaker>||:是的哦。+其实大海也有很温柔的一面，如果你愿意感受的话。
()<Speaker></Speaker>||:谢尔久科夫向88式伸出自己的手，88式犹豫了一下，轻轻地握住了。+谢尔久科夫的手比海边的沙子还要温柔。
SPS(2)<Speaker>谢尔久科夫</Speaker>||:我们再尝试一次大海初体验训练好吗？
Type88(4)<Speaker>88式</Speaker>||:嗯……
()<Speaker></Speaker>||:谢尔久科夫牵着88式，慢慢地走进海边的浅滩。+清凉的浪花卷起温柔的细沙一起快乐地奔向她们的脚边，然后再快乐地回到大海中。+88式有些惊讶地看着谢尔久科夫，两位人形少女相视而笑。
SPS(2)<Speaker>谢尔久科夫</Speaker>||:我们就在海边进行急救特训吧！
Type88(4)<Speaker>88式</Speaker>||<黑点1>:好！
()<Speaker></Speaker>||<黑点2>:一个小时后。
SPS(2)<Speaker>谢尔久科夫</Speaker>||:比较基础的急救培训内容就差不多是这些了。+我们也该开始巡逻确保大家安全啦！
Type88(4)<Speaker>88式</Speaker>||:虽然成功存储了很多急救知识，但是总感觉……
SPS(2)<Speaker>谢尔久科夫</Speaker>||:不要紧，我们一边巡逻，一起巩固一下吧！
Type88(4)<Speaker>88式</Speaker>||:我尽量全部实践一遍，确认我完全掌握。+呼……让我来回忆下流程……+首先是需要进行……热身运动？+然后……
SPS(2)<Speaker>谢尔久科夫</Speaker>||:你现在是不是很紧张啊？+紧张是正常的，这也说明了你对同伴的重视。+有了这份紧张，你才会更加谨慎地面对潜在的危险。
Type88(4)<Speaker>88式</Speaker>||:你的意思是……+紧张的状态下反而会发现更多隐藏的问题吗？+唔……是很有道理……
SPS(2)<Speaker>谢尔久科夫</Speaker>||:我的意思是既然你无法避免不安紧张。+那就不要把你的紧张看做是你执行任务的阻碍，把它当做你的力量。
Type88(4)<Speaker>88式</Speaker>||:把紧张当做……我的力量？
SPS(2)<Speaker>谢尔久科夫</Speaker>||:对，比如说，你接受这次的任务的时候，特别慌张，担心自己做不好。+因为这份紧张不安，所以你做出了反溺水配件。+我之前就说过，这是一个非常好的开端。
Type88(4)<Speaker>88式</Speaker>||:其实这个反溺水配件不过是个外置存储的功能模块，里面放置了一个泳圈……+不过我确实思考了很久怎么才能在不划伤泳圈的前提下，将泳圈的体积压缩到最小……+还有怎么在启动装置的一瞬间快速将泳圈充好气……+目前这些问题的解决方案都还只是最初的实验版。+也就是说……根本还没来得及——
()<Speaker></Speaker>||<BGM>BGM_Empty</BGM>:88式隐约听见远处的海面传来一声凄厉的尖叫。+啊啊啊啊啊啊——
Type88(4)<Speaker>88式</Speaker>||<BGM>m_avg_tension</BGM>:谢尔久科夫你听见了吗？
SPS(2)<Speaker>谢尔久科夫</Speaker>||:听见什么？
Type88(4)<Speaker>88式</Speaker>||:那边好像有求救的声音……
SPS(2)<Speaker>谢尔久科夫</Speaker>||:是吗？可是我看那边的海面风平浪静的样子……+我去拿望远镜确认一下。
()<Speaker></Speaker>||<黑点1>:谢尔久科夫小跑回放包的地点寻找望远镜。
()<Speaker></Speaker>||<黑点2><BIN>9</BIN>:88式独自对着海面发呆。
Type88(4)<Speaker>88式</Speaker>||:是我太紧张导致听觉系统出问题了吗？+可是那声尖叫那么真实……
Type88(4)<Speaker>88式</Speaker>||:如果是真的话，那么这个时间会在海中执行任务的只有先锋搜查组。+而先锋搜查组中的刘易斯正在海边钓鱼，那么就只可能是R93了。
Type88(4)<Speaker>88式</Speaker>||:R93的外貌特征是——
()<Speaker></Speaker>||:88式紧盯着海面，然后检索了一下心智云图。
Type88(4)<Speaker>88式</Speaker>||:啊对，就是那边海里那种粉粉的头发！+等等……那是R93的头？！
Type88(4)<Speaker>88式</Speaker>||:我该怎么办？！+应该冲过去救人吗？
Type88(4)<Speaker>88式</Speaker>||:谢尔久科夫说过……+我背负着大家对我的信任……
Type88(4)<Speaker>88式</Speaker>||:……深呼吸。
()<Speaker></Speaker>||<黑屏1>:88式闭上了眼睛，在这一刻，空气不再流动，浪花归于平静，天上鸣叫不休的海鸟也陷入沉默。
()<Speaker></Speaker>||<黑屏2><BIN>162</BIN>:……
()<Speaker></Speaker>||:88式睁开了眼睛，她冲向了大海，仿佛自己从来没有畏惧过。
Type88(4)<Speaker>88式</Speaker>||:R93！+撑住，我来救你了！
()<Speaker></Speaker>||:88式努力地奔跑，咸咸的空气扑面而来，清凉的浪花在脚下扑腾，就连喋喋不休的海鸟似乎都在为自己加油。
()<Speaker></Speaker>||:88式不管不顾地跑着，身体突然沉重了起来，每一步都需要非常用力才能迈得出去。+等到终于意识到哪里不对劲的时候，88式发现海水已经淹到自己的胸口了。+一瞬间袭来的恐慌让她脚下一软。
Type88(4)<Speaker>88式</Speaker>||<BGM>BGM_Empty</BGM>:呜啊……+冷静下来，88式！
()<Speaker></Speaker>||:【反溺水配件启动】+【系统警告：反溺水配件启动失败】
Type88(4)<Speaker>88式</Speaker>||:怎么会这样……+……不要……
()<Speaker></Speaker>||:【反溺水配件重启】+【系统警告：反溺水配件重启失败】
Type88(4)<Speaker>88式</Speaker>||:救命啊！咳咳！+我……咕嘟嘟嘟……不会游泳！
Type88(4)<Speaker>88式</Speaker>||<BGM>GF_Memorial</BGM>:（呜……就到此为止了吗……）+（明明谢尔久科夫那么耐心地培训过我了……）+（我却还是……什么都不会……）+（我……一定让她很失望吧……）
()<Speaker>谢尔久科夫</Speaker>||<Delay>:88式！我来救你了！
Type88(4)<Speaker>88式</Speaker>||:（呜……谢尔久科夫！）+（她来救我了……）
Type88(4)<Speaker>88式</Speaker>||:谢尔久科夫！+我……咕嘟嘟……在这里！
()<Speaker>谢尔久科夫</Speaker>||:我马上赶到！
Type88(4)<Speaker>88式</Speaker>||:（这就是接受过专业训练的样子吗？）+（为了救我，她这么拼命地朝我游来……）
Type88(4)<Speaker>88式</Speaker>||:（诶？那是……乌鸦？）+（为什么乌鸦叼着谢尔久科夫的行李袋还朝她疯狂投放行李进行攻击？）+（谢尔久科夫好像应付不过来了……）
()<Speaker>谢尔久科夫</Speaker>||:啊！咕嘟嘟嘟……我……+……小腿……故障了……咕嘟嘟……
Type88(4)<Speaker>88式</Speaker>||:（谢尔久科夫！）+（……不要！）
Type88(4)<Speaker>88式</Speaker>||<黑点1>:（我该怎么办？）+（谢尔久科夫的急救培训内容……）+（快回想起来！快想起来啊，88式！）
SPS(2)<Speaker>谢尔久科夫</Speaker>||<黑点2><回忆>:我第一次执行海上任务的时候，也和你一样惊慌失措。+不过，你比我强的是，你有勇气表现你的恐惧和不安。+而我那个时候，表面强装镇定，实际上慌得不行。
SPS(2)<Speaker>谢尔久科夫</Speaker>||:那时候我的队长不仅没有嫌弃我，反而对我给予了信任。+要不是她的话，我不仅会在那次任务中失败，现在可能也不会继续执行海上任务了。+所以，当初她给我的这份信任，我也想交给你。
()<Speaker></Speaker>||:……
SPS(2)<Speaker>谢尔久科夫</Speaker>||<黑点1>:既然你无法避免不安紧张。+那就不要把你的紧张看做是你执行任务的阻碍，把它当做你的力量。
Type88(4)<Speaker>88式</Speaker>||<黑点2><关闭蒙版>:呼……
Type88(4)<Speaker>88式</Speaker>||:首先保持镇静，不要胡乱挣扎，找到自己的平衡。+然后努力把鼻子探出海面，浅呼气，深吸气。+现在绕到被救助者的背后，从背后环住。
Type88(4)<Speaker>88式</Speaker>||:好的，我抱住谢尔久科夫了。+现在再次把鼻子探出海面……
()<Speaker></Speaker>||:88式一边感受着怀中乖乖配合的谢尔久科夫给予的信任和安全感，一边慢慢接近海面。
()<Speaker></Speaker>||:在这个过程中，88式突然意识到了什么。
Type88(4)<Speaker>88式</Speaker>||<BGM>BGM_Empty</BGM>:等等？
()<Speaker></Speaker>||:88式猛地站了起来，波光粼粼的海水刚好在自己的胸口下方低一些的位置。
Type88(4)<Speaker>88式</Speaker>||:……
SPS(2)<Speaker>谢尔久科夫</Speaker>||:……
()<Speaker></Speaker>||:两个狼狈不堪的少女沉重地朝岸边走去。
()<Speaker></Speaker>||:在脚踩到柔软干燥的沙子之后，她们同时重重地栽倒在沙滩上。
SPS(2)<Speaker>谢尔久科夫</Speaker>||:……
Type88(4)<Speaker>88式</Speaker>||:……
SPS(2)<Speaker>谢尔久科夫</Speaker>||<BGM>m_avg_casual</BGM>:噗哈哈哈哈哈……
Type88(4)<Speaker>88式</Speaker>||:哈哈哈哈哈哈哈……
SPS(2)<Speaker>谢尔久科夫</Speaker>||:这可真是……+我职业生涯中能排名前十的重大事故了哈哈哈……
Type88(4)<Speaker>88式</Speaker>||:不，这都是我的错……
SPS(2)<Speaker>谢尔久科夫</Speaker>||:如果不是你来救我，我们就要一起躺修理槽了。+果然对你给予信任是正确的选择吧~
Type88(4)<Speaker>88式</Speaker>||:呜……谢谢你，谢尔久科夫。+如果不是你的话，我可能还在大箱子里瑟瑟发抖。+更别说有勇气冲向海里了……+虽然分分钟就……
SPS(2)<Speaker>谢尔久科夫</Speaker>||:……我不会说出去的。+作为交换，我分分钟故障的事……
Type88(4)<Speaker>88式</Speaker>||:谢尔久科夫……我们是不是忘记了什么事……？
SPS(2)<Speaker>谢尔久科夫</Speaker>||:……+R93还在……+我们快去和指挥官报告！
()<Speaker></Speaker>||<黑屏1>:被阳光晒得暖洋洋的松软沙滩上，两个狼狈不堪的少女互相搀扶着向前跑去。
