()||<BIN>9</BIN><黑屏1>0,10</黑屏1>:
4type(2)<Speaker>四式</Speaker>||:原来叫Z-62。+根据排除法，应该是游走机动组的了。+怎么不见C-MS……
Z62(3)<Speaker>Z-62</Speaker>||:指挥官……+我、我在给C-MS冰西瓜……
()<Speaker></Speaker>||:Z-62开始向指挥官报告游走机动组的任务进展。
()<Speaker></Speaker>||:……
()<Speaker></Speaker>||:…………
4type(2)<Speaker>四式</Speaker>||:呜呜……Z-62好惨啊！+为什么会有人形是【毫无存在感】的设定，一直被遗忘真的太难受了。+C-MS真是的，安排完Z-62在海里冰西瓜就把别人忘记了！+Z-62还一直在海里等着……呜呜……
()<Speaker></Speaker>||:在指挥官的开导下，Z-62开始诉说自己的真实想法。
()<Speaker></Speaker>||:……
()<Speaker></Speaker>||:…………
4type(2)<Speaker>四式</Speaker>||:果然即使说着习惯了，毫不在意什么的，实际上也还是很想被记住的啊。+Z-62，这一期的漫画就让你做女主角了！
4type(2)<Speaker>四式</Speaker>||:指挥官要去休息了吗？+那正好吾辈也来整理下草稿！+今天搜集到的素材够画好几期的呢~+短期之内应该不用担心连载没灵感的问题了！
4type(2)<Speaker>四式</Speaker>||:那么，今天指挥官的日程是……+给所有成员讲解任务，然后先去了先锋搜查组，被讨厌的刘易斯缠着涂防晒……+然后去后勤救援组，安抚了可怜的88式……+接下来是……
4type(2)<Speaker>四式</Speaker>||:诶？接下来是和谁……+是谁在海里抱着个大西瓜来着……
()<Speaker></Speaker>||<BGM>BGM_Empty</BGM>:远处的海里炸开一声尖叫。
()<Speaker></Speaker>||<震屏>:啊啊啊啊啊啊！！！
4type(2)<Speaker>四式</Speaker>||<BGM>m_avg_tension</BGM>:有谁在海里尖叫！+一定是发生了什么可以连载几十期漫画的事！+吾辈来了——！
()<Speaker></Speaker>||:四式冲向大海，迅速爬到泳圈上，怀里紧紧护着辛苦画出来的草稿，用另一只手小心但飞快地划动着，逐渐向尖叫声的方向靠近。
4type(2)<Speaker>四式</Speaker>||<黑点1>:那是——+先锋搜查组的R93？+难道她找到了美人鱼？！+不对啊……+美人鱼的情报不是吾辈瞎编的吗……
Type88(4)<Speaker>88式</Speaker>||<黑点2><黑点1>:撑住！+我来救你了！
4type(2)<Speaker>四式</Speaker>||<黑点2>:那是88式！+接受了指挥官的安抚之后，变得勇敢了起来。+果然指挥官就是有这样神奇的力量呢！
4type(2)<Speaker>四式</Speaker>||:现在88式正在努力朝R93接近，R93撑住啊！+88式开始加速了，就像一条所向披靡的鲨鱼在海中杀出一条血路！+加油88式！你是最——
()<Speaker>88式</Speaker>||:救命啊！咳咳！+我……咕嘟嘟嘟……不会游泳！
()<Speaker></Speaker>||:四式小心翼翼地靠近泳圈的边缘，以便观察得更仔细。
4type(2)<Speaker>四式</Speaker>||:……+……88式？
()<Speaker>谢尔久科夫</Speaker>||:88式！我来救你了！
()<Speaker></Speaker>||:看见谢尔久科夫出手救88式，四式兴奋地又向泳圈边缘挪动了一点。
4type(2)<Speaker>四式</Speaker>||:果然关键时刻还是受过专业训练的谢尔久科夫靠谱啊。+看那矫健的身姿，坚定的步伐，真是浑身都透露出一股专业的气息！+吾辈之前就说过嘛，88式不会有危险的，只要有谢尔久——+嗯？那只乌鸦在干什么？+谢尔久科夫好像不太……
()<Speaker>谢尔久科夫</Speaker>||:啊！咕嘟嘟嘟……我……+……小腿……故障了……咕嘟嘟……
4type(2)<Speaker>四式</Speaker>||:……+或许吾辈还是闭嘴比较合适。
4type(2)<Speaker>四式</Speaker>||:等等！+88式……+她站起来了！+指挥官的安抚没有白费！
4type(2)<Speaker>四式</Speaker>||:88式！加油啊！+站起来！站起来！
4type(2)<Speaker>四式</Speaker>||:哇啊啊啊！！！+88式居然还抱起了谢尔久科夫！这不是吾辈漫画中才会出现的嘛？！+正如吾辈所言，88式你是最——
()<Speaker></Speaker>||:四式因为过于激动，用力地拍起了泳圈，却忘记了自己正在泳圈的边缘徘徊……
4type(3)<Speaker>四式</Speaker>||:啊！！！+咕嘟嘟嘟……
()<Speaker></Speaker>||:幸好四式的游泳模块性能不错，四式很快爬回了自己的泳圈。+只是，四式的草稿就没那么幸运了……
4type(2)<Speaker>四式</Speaker>||<黑点1>:啊啊啊啊啊啊！！！+吾辈的草稿！！！+吾辈的心血全都——！！！
()<Speaker></Speaker>||<BIN>9</BIN><黑点2><BGM>BGM_Empty</BGM>:……
4type(2)<Speaker>四式</Speaker>||<BGM>BGM_Wake</BGM>:没想到，竟然走向了最坏的结局……+接下来就是画不出漫画被编辑出卖，指挥官根据这条线索再稍稍追查，就会发现虚假情报的幕后黑手是吾辈……+然后愤怒的指挥官就会当场拆掉吾辈……+吾辈的余生都将在黑暗沉闷的煤窑中耗尽……
4type(2)<Speaker>四式</Speaker>||:这或许就是吾辈的报应吧。+为了能有灵感画出新一期的漫画，不惜伪造情报欺骗指挥官执行任务 。+最终辛辛苦苦画好的草稿也全没了……
4type(2)<Speaker>四式</Speaker>||:呜呜呜……可恶！+果然比起煤窑，吾辈还是更想去咖啡店啊！+不对啊！都什么时候了！还在纠结煤窑、咖啡店？！
()<Speaker>？？？</Speaker>||<黑点1><BGM>BGM_Empty</BGM>:四……四式！+……式……四……！
()<Speaker>指挥官</Speaker>||<BIN>162</BIN><黑点2><BGM>GF_Memorial</BGM>:四式？四式？！
4type(2)<Speaker>四式</Speaker>||:！！！+指挥官！
()<Speaker>指挥官</Speaker>||:吓死我了，我还以为你热宕机了。+一直对着大西瓜念叨什么煤窑、咖啡店的……
4type(2)<Speaker>四式</Speaker>||:指挥官……+吾、吾辈……有事想要告诉您……+但是！吾辈开口之前，想斗胆请指挥官答应吾辈一件事……
4type(2)<Speaker>四式</Speaker>||<Dealy>:那就是……+无论发生什么，都不要把吾辈赶走好吗？+只要能待在指挥官身边，吾辈做什么都行！<c>我答应你。<c>你先告诉我吧。
()<Speaker></Speaker>||:四式将自己虚构美人鱼情报的事情如实讲了一遍。
()<Speaker></Speaker>||:……
()<Speaker>指挥官</Speaker>||:……+哦，这样啊。
4type(2)<Speaker>四式</Speaker>||:指挥官……您不生吾辈的气吗……？
()<Speaker>指挥官</Speaker>||:一切都在我的意料之中。+我早就知道了，我不是说过我的计划是很周密的？
4type(2)<Speaker>四式</Speaker>||:嗯……是的。+可您却依然愿意陪我演这一出戏？
()<Speaker>指挥官</Speaker>||:我本来打算这次任务就当度假了。+所以有没有美人鱼其实都不重要了。
4type(2)<Speaker>四式</Speaker>||:那什么才是……重要的呢？<c>……当然是和大家在一起的快乐时光。<c>……当然是和你在一起的快乐时光。
4type(2)<Speaker>四式</Speaker>||<分支>1</分支>:是啊，吾辈的灵感都来自和大家共度的时光呢。+可今天吾辈却一直忙着赶……啊不没什么……+总感觉错过了很多快乐呢。
4type(2)<Speaker>四式</Speaker>||<分支>2</分支>:指挥官……吾……对吾辈而言，停留在指挥官身边的时光也是最宝贵的。+只是，指挥官也能这样认为，真是……太好了……+可惜今天吾辈一直在赶……啊不没什么……+错过了很多快乐……
()<Speaker>指挥官</Speaker>||:没关系的。+今日份的快乐时光还没有结束，过来一起准备晚餐吧。
4type(2)<Speaker>四式</Speaker>||:……嗯！+谢谢指挥官！+吾辈明白了……
4type(2)<Speaker>四式</Speaker>||<黑点1>:吾辈这就来！
4type(2)<Speaker>四式</Speaker>||<BIN>9</BIN><黑点2>:漫画对我来说是很重要的东西。+因为能记录下……很多对吾辈来说很美好很重要的东西……+哪怕有一天吾辈的心智云图被格式化了，只要看着这些东西也一定会再一次……+再一次想起指挥官！想起大家！
4type(2)<Speaker>四式</Speaker>||:原来重要的从来都不是漫画啊，重要的是和指……啊和大家在一起的快乐时光。+吾辈画漫画的初心是为了记录这份快乐啊，可惜后来愚钝的吾辈却为了能画出漫画，而忽略了和大家在一起的快乐……+甚至还为失去了漫画的草稿而伤心不已……
4type(2)<Speaker>四式</Speaker>||:明明我拥有的今日的快乐都还在啊，都还好好储存在我的心智云图里。+吾辈拥有的快乐才是独一无二不可再生的！
4type(2)<Speaker>四式</Speaker>||:好了，现在要去帮指挥官准备晚餐了！+新一期漫画的事，就等回到基地再开始吧！+怎么能为了画漫画而错过和大家的快乐时光呢？！
4type(2)<Speaker>四式</Speaker>||<黑屏1>:大家！+吾辈来了——
